,,,,
,,,,
,,,,
Local,DIRECCION,Latitud,Longitud,NÚMERO
ESCUELA Nº 150  Nº 307 ,"AV. LUIS BATLLE BERRES 6373 ESQ. MARTIN ARTIGAS, Montevideo, Uruguay","-34,8382231","-56,267735",2048
CASA CUNA,"AV. DR. CARLOS MARÍA RAMÍREZ 1720 ESQ. AV. DR. SANTÍN CARLOS ROSSI, Montevideo, Uruguay",#ERROR!,,2049
CASA CUNA,"AV. DR. CARLOS MARÍA RAMÍREZ 1720 ESQ. AV. DR. SANTÍN CARLOS ROSSI, Montevideo, Uruguay",#ERROR!,,2050
SALÓN COMUNAL CO.VI.CE.NO.VA,"CNO. CIBILS 4619 ESQ. PERNAMBUCO, Montevideo, Uruguay",#ERROR!,,2051
SALÓN COMUNAL CO.VI.CE.NO.VA,"CNO. CIBILS 4619 ESQ. PERNAMBUCO, Montevideo, Uruguay",#ERROR!,,2052
SALÓN COMUNAL CO.VI.CE.NO.VA,"CNO. CIBILS 4619 ESQ. PERNAMBUCO, Montevideo, Uruguay",#ERROR!,,2053
SALÓN COMUNAL CO.VI.CE.NO.VA,"CNO. CIBILS 4619 ESQ. PERNAMBUCO, Montevideo, Uruguay",#ERROR!,,2054
SALÓN COMUNAL CO.VI.CE.NO.VA,"CNO. CIBILS 4619 ESQ. PERNAMBUCO, Montevideo, Uruguay",#ERROR!,,2055
ESCUELA Nº 385,"CALLE 3  S/N  ESQ. PRIMERA AL NORTE, Montevideo, Uruguay",#ERROR!,,2056
ESCUELA Nº 385,"CALLE 3  S/N  ESQ. PRIMERA AL NORTE, Montevideo, Uruguay",#ERROR!,,2057
ESCUELA Nº 385,"CALLE 3  S/N  ESQ. PRIMERA AL NORTE, Montevideo, Uruguay",#ERROR!,,2058
ESCUELA Nº 385,"CALLE 3  S/N  ESQ. PRIMERA AL NORTE, Montevideo, Uruguay","-34,8505361","-56,2674266",2059
ESCUELA Nº 385,"CALLE 3  S/N  ESQ. PRIMERA AL NORTE, Montevideo, Uruguay","-34,8505361","-56,2674266",2060
COLEGIO JESÚS ISASO,"AV. DR. SANTÍN CARLOS ROSSI S/N ESQ. HAITÍ, Montevideo, Uruguay",#ERROR!,,2061
COLEGIO JESÚS ISASO,"AV. DR. SANTÍN CARLOS ROSSI S/N ESQ. HAITÍ, Montevideo, Uruguay",#ERROR!,,2062
COLEGIO JESÚS ISASO,"AV. DR. SANTÍN CARLOS ROSSI S/N ESQ. HAITÍ, Montevideo, Uruguay","-34,8661884","-56,2529749",2063
COLEGIO JESÚS ISASO,"AV. DR. SANTÍN CARLOS ROSSI S/N ESQ. HAITÍ, Montevideo, Uruguay","-34,8661884","-56,2529749",2064
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2065
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2066
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay","-34,8873819","-56,2677342",2067
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2068
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2069
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay","-34,8873819","-56,2677342",2070
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2071
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2072
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2073
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2074
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2075
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay","-34,8873819","-56,2677342",2076
ESCUELA Nº 143  Nº 318,"ETIOPÍA S/N ESQ. SENEGAL, Montevideo, Uruguay",#ERROR!,,2077
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2078
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2079
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay","-34,8736347","-56,2663412",2080
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2081
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2082
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2083
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2084
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay","-34,8736347","-56,2663412",2085
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2086
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2087
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2088
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay","-34,8736347","-56,2663412",2089
ESCUELA Nº 152  Nº 303 ,"CNO. CIBILS 4420 ESQ. CNO. DE LAS TROPAS, Montevideo, Uruguay",#ERROR!,,2090
ESCUELA Nº 253,"SAN FUENTES 2600 ESQ. PSJE LA VIA, Montevideo, Uruguay",#ERROR!,,2091
ESCUELA Nº 253,"SAN FUENTES 2600 ESQ. PSJE LA VIA, Montevideo, Uruguay",#ERROR!,,2092
ESCUELA Nº 253,"SAN FUENTES 2600 ESQ. PSJE LA VIA, Montevideo, Uruguay",#ERROR!,,2093
ESCUELA Nº 253,"SAN FUENTES 2600 ESQ. PSJE LA VIA, Montevideo, Uruguay","-34,8728074","-56,2706568",2094
ESCUELA Nº 364,"BULGARIA  S/N ESQ. BURDEOS, Montevideo, Uruguay",#ERROR!,,2095
ESCUELA Nº 364,"BULGARIA  S/N ESQ. BURDEOS, Montevideo, Uruguay",#ERROR!,,2096
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay",#ERROR!,,2097
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay",#ERROR!,,2098
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay","-34,8993483","-56,2774939",2099
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay",#ERROR!,,2100
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay","-34,8993483","-56,2774939",2101
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay","-34,8993483","-56,2774939",2102
ESCUELA Nº 327,"AV. GRAL. EDUARDO DA COSTA EX CNO. SANSINENA S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay","-34,8993483","-56,2774939",2103
LICEO PROVIDENCIA PAPA FRANCISCO,"ESTADOS UNIDOS  2497 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2104
LICEO PROVIDENCIA PAPA FRANCISCO,"ESTADOS UNIDOS  2497 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2105
LICEO PROVIDENCIA PAPA FRANCISCO,"ESTADOS UNIDOS  2497 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2106
LICEO PROVIDENCIA PAPA FRANCISCO,"ESTADOS UNIDOS  2497 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2107
LICEO PROVIDENCIA PAPA FRANCISCO,"ESTADOS UNIDOS  2497 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2108
LICEO PROVIDENCIA PAPA FRANCISCO,"ESTADOS UNIDOS  2497 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2109
LICEO Nº 50,"AV. GRAL. EDUARDO DA COSTA  S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay",#ERROR!,,2110
LICEO Nº 50,"AV. GRAL. EDUARDO DA COSTA  S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay",#ERROR!,,2111
LICEO Nº 50,"AV. GRAL. EDUARDO DA COSTA  S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay",#ERROR!,,2112
LICEO Nº 50,"AV. GRAL. EDUARDO DA COSTA  S/N ESQ. EX CNO. AL FRIGORÍFICO NACIONAL, Montevideo, Uruguay","-34,8993483","-56,2774939",2113
ASOCIACIÓN CIVIL PROVIDENCIA,"ESTADOS UNIDOS 2472 ESQ. CNO. CIBILS, Montevideo, Uruguay","-34,9055016","-56,1851147",2114
ASOCIACIÓN CIVIL PROVIDENCIA,"ESTADOS UNIDOS 2472 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2115
ASOCIACIÓN CIVIL PROVIDENCIA,"ESTADOS UNIDOS 2472 ESQ. CNO. CIBILS, Montevideo, Uruguay","-34,9055016","-56,1851147",2116
ASOCIACIÓN CIVIL PROVIDENCIA,"ESTADOS UNIDOS 2472 ESQ. CNO. CIBILS, Montevideo, Uruguay",#ERROR!,,2117
ESCUELA TÉCNICA DEL CERRO,"PORTUGAL 4257 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2118
ESCUELA TÉCNICA DEL CERRO,"PORTUGAL 4257 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,9055016","-56,1851147",2119
ESCUELA TÉCNICA DEL CERRO,"PORTUGAL 4257 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2120
ESCUELA TÉCNICA DEL CERRO,"PORTUGAL 4257 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,9055016","-56,1851147",2121
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2122
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2123
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay","-34,8765903","-56,2836838",2124
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2125
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay","-34,8765903","-56,2836838",2126
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2127
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2128
ESCUELA Nº 226 ,"ISLAS FIDJI  S/N ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2129
ESCUELA Nº 356,"ISLAS FIDJI   2526 ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2130
ESCUELA Nº 356,"ISLAS FIDJI   2526 ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay","-34,8741631","-56,2692983",2131
ESCUELA Nº 356,"ISLAS FIDJI   2526 ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay","-34,8741631","-56,2692983",2132
ESCUELA Nº 356,"ISLAS FIDJI   2526 ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2133
ESCUELA Nº 356,"ISLAS FIDJI   2526 ESQ. CNO. PASO DE MORLAN, Montevideo, Uruguay",#ERROR!,,2134
ESCUELA Nº 190,"JOSÉ ALDAMA Y ORTEGA  5555 ESQ. CAP. PEDRO DE MESA Y CASTRO, Montevideo, Uruguay","-34,8703847","-56,3297914",2135
ESCUELA Nº 190,"JOSÉ ALDAMA Y ORTEGA  5555 ESQ. CAP. PEDRO DE MESA Y CASTRO, Montevideo, Uruguay",#ERROR!,,2136
ESCUELA Nº 190,"JOSÉ ALDAMA Y ORTEGA  5555 ESQ. CAP. PEDRO DE MESA Y CASTRO, Montevideo, Uruguay",#ERROR!,,2137
ESCUELA Nº 190,"JOSÉ ALDAMA Y ORTEGA  5555 ESQ. CAP. PEDRO DE MESA Y CASTRO, Montevideo, Uruguay",#ERROR!,,2138
ESCUELA Nº 190,"JOSÉ ALDAMA Y ORTEGA  5555 ESQ. CAP. PEDRO DE MESA Y CASTRO, Montevideo, Uruguay",#ERROR!,,2139
ESCUELA TÉCNICA DE SANTA CATALINA,"CNO. SANTA CATALINA 3529 ESQ. BURDEOS, Montevideo, Uruguay",#ERROR!,,2140
ESCUELA TÉCNICA DE SANTA CATALINA,"CNO. SANTA CATALINA 3529 ESQ. BURDEOS, Montevideo, Uruguay",#ERROR!,,2141
ESCUELA TÉCNICA DE SANTA CATALINA,"CNO. SANTA CATALINA 3529 ESQ. BURDEOS, Montevideo, Uruguay","-34,8859764","-56,2932983",2142
ESCUELA Nº 375,"CNO. SANTA CATALINA 3529 ESQ. BURDEOS, Montevideo, Uruguay","-34,8859764","-56,2932983",2143
ESCUELA Nº 375,"CNO. SANTA CATALINA 3529 ESQ. BURDEOS, Montevideo, Uruguay",#ERROR!,,2144
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2145
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2146
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay","-34,8693472","-56,2307226",2147
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2148
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2149
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2150
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2151
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2152
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay",#ERROR!,,2153
ESCUELA Nº 170,"EMILIO ROMERO 844 ESQ. JOSÉ CASTRO, Montevideo, Uruguay","-34,8693472","-56,2307226",2154
ESCUELA Nº 26  Nº 25 ,"DR. VICENTE BASAGOITY 3921 ESQ. FRANCISCO CALABUIG, Montevideo, Uruguay",#ERROR!,,2155
ESCUELA Nº 26  Nº 25 ,"DR. VICENTE BASAGOITY 3921 ESQ. FRANCISCO CALABUIG, Montevideo, Uruguay",#ERROR!,,2156
ESCUELA Nº 26  Nº 25 ,"DR. VICENTE BASAGOITY 3921 ESQ. FRANCISCO CALABUIG, Montevideo, Uruguay",#ERROR!,,2157
ESCUELA Nº 26  Nº 25 ,"DR. VICENTE BASAGOITY 3921 ESQ. FRANCISCO CALABUIG, Montevideo, Uruguay","-34,8620809","-56,2173598",2158
ESCUELA Nº 26  Nº 25 ,"DR. VICENTE BASAGOITY 3921 ESQ. FRANCISCO CALABUIG, Montevideo, Uruguay",#ERROR!,,2159
ESCUELA Nº 26  Nº 25 ,"DR. VICENTE BASAGOITY 3921 ESQ. FRANCISCO CALABUIG, Montevideo, Uruguay",#ERROR!,,2160
LICEO Nº 66 ,"EMILIO ROMERO  S/N ESQ. ASCASUBÍ, Montevideo, Uruguay",#ERROR!,,2161
LICEO Nº 66 ,"EMILIO ROMERO  S/N ESQ. ASCASUBÍ, Montevideo, Uruguay",#ERROR!,,2162
LICEO Nº 66 ,"EMILIO ROMERO  S/N ESQ. ASCASUBÍ, Montevideo, Uruguay","-34,8683459","-56,2291481",2163
LICEO Nº 66 ,"EMILIO ROMERO  S/N ESQ. ASCASUBÍ, Montevideo, Uruguay","-34,8683459","-56,2291481",2164
COLEGIO Y LICEO LA DIVINA PROVIDENCIA,"HUMBOLDT 4263 ESQ. DIONISIO CORONEL, Montevideo, Uruguay",#ERROR!,,2165
COLEGIO Y LICEO LA DIVINA PROVIDENCIA,"HUMBOLDT 4263 ESQ. DIONISIO CORONEL, Montevideo, Uruguay","-34,8656977","-56,2323006",2166
COLEGIO Y LICEO LA DIVINA PROVIDENCIA,"HUMBOLDT 4263 ESQ. DIONISIO CORONEL, Montevideo, Uruguay","-34,8656977","-56,2323006",2167
COLEGIO Y LICEO LA DIVINA PROVIDENCIA,"HUMBOLDT 4263 ESQ. DIONISIO CORONEL, Montevideo, Uruguay",#ERROR!,,2168
LICEO Nº 22,"AV. DR. CARLOS MARÍA RAMÍREZ 546 ESQ. AMEGHINO, Montevideo, Uruguay",#ERROR!,,2169
LICEO Nº 22,"AV. DR. CARLOS MARÍA RAMÍREZ 546 ESQ. AMEGHINO, Montevideo, Uruguay",#ERROR!,,2170
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay",#ERROR!,,2171
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay","-34,8561601","-56,2203977",2172
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay","-34,8561601","-56,2203977",2173
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay",#ERROR!,,2174
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay",#ERROR!,,2175
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay",#ERROR!,,2176
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay",#ERROR!,,2177
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay","-34,8561601","-56,2203977",2178
ESCUELA Nº 23  Nº 114 ,"AV. AGRACIADA 4235 ESQ. JOSÉ FREIRE, Montevideo, Uruguay",#ERROR!,,2179
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay",#ERROR!,,2180
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay",#ERROR!,,2181
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay",#ERROR!,,2182
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay",#ERROR!,,2183
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay","-34,8731426","-56,239465",2184
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay",#ERROR!,,2185
ESCUELA TÉCNICA SUPERIOR MARÍTIMA,"LEONARDO OLIVERA 4215 ESQ. BENITO RIQUET, Montevideo, Uruguay","-34,8731426","-56,239465",2186
ESCUELA Nº 174 ,"PEDRO CELESTINO BAUZÁ 4178 ESQ. BALTASAR MONTERO VIDAURRETA, Montevideo, Uruguay","-34,8666205","-56,2302136",2187
ESCUELA Nº 174 ,"PEDRO CELESTINO BAUZÁ 4178 ESQ. BALTASAR MONTERO VIDAURRETA, Montevideo, Uruguay","-34,8666205","-56,2302136",2188
ESCUELA Nº 174 ,"PEDRO CELESTINO BAUZÁ 4178 ESQ. BALTASAR MONTERO VIDAURRETA, Montevideo, Uruguay",#ERROR!,,2189
ESCUELA Nº 174 ,"PEDRO CELESTINO BAUZÁ 4178 ESQ. BALTASAR MONTERO VIDAURRETA, Montevideo, Uruguay","-34,8666205","-56,2302136",2190
ESCUELA Nº 174 ,"PEDRO CELESTINO BAUZÁ 4178 ESQ. BALTASAR MONTERO VIDAURRETA, Montevideo, Uruguay",#ERROR!,,2191
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8552144","-56,223153",2192
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2193
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8552144","-56,223153",2194
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2195
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2196
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8552144","-56,223153",2197
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2198
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  PRIMARIA,"JULIÁN LAGUNA 4323 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8552144","-56,223153",2199
ESCUELA Nº 9 ,"AV. DR. CARLOS MARÍA RAMÍREZ 1000 ESQ. HUMBOLDT, Montevideo, Uruguay",#ERROR!,,2200
ESCUELA Nº 9 ,"AV. DR. CARLOS MARÍA RAMÍREZ 1000 ESQ. HUMBOLDT, Montevideo, Uruguay","-34,8672004","-56,23773",2201
ESCUELA Nº 9 ,"AV. DR. CARLOS MARÍA RAMÍREZ 1000 ESQ. HUMBOLDT, Montevideo, Uruguay",#ERROR!,,2202
ESCUELA Nº 9 ,"AV. DR. CARLOS MARÍA RAMÍREZ 1000 ESQ. HUMBOLDT, Montevideo, Uruguay",#ERROR!,,2203
ESCUELA Nº 9 ,"AV. DR. CARLOS MARÍA RAMÍREZ 1000 ESQ. HUMBOLDT, Montevideo, Uruguay",#ERROR!,,2204
ESCUELA Nº 9 ,"AV. DR. CARLOS MARÍA RAMÍREZ 1000 ESQ. HUMBOLDT, Montevideo, Uruguay","-34,8672004","-56,23773",2205
CLUB TEATRO PROGRESO,"AV. DR. CARLOS MARÍA RAMÍREZ 758 ESQ. ASCASUBÍ, Montevideo, Uruguay",#ERROR!,,2206
CLUB TEATRO PROGRESO,"AV. DR. CARLOS MARÍA RAMÍREZ 758 ESQ. ASCASUBÍ, Montevideo, Uruguay",#ERROR!,,2207
CLUB TEATRO PROGRESO,"AV. DR. CARLOS MARÍA RAMÍREZ 758 ESQ. ASCASUBÍ, Montevideo, Uruguay",#ERROR!,,2208
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8547544","-56,2241726",2209
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8547544","-56,2241726",2210
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2211
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8547544","-56,2241726",2212
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2213
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2214
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2215
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay",#ERROR!,,2216
COLEGIO SAN JOSÉ DE LA PROVIDENCIA  SECUNDARIA,"JULIÁN LAGUNA 4327 ESQ. AV. DR. CARLOS MARÍA RAMÍREZ, Montevideo, Uruguay","-34,8547544","-56,2241726",2217
