,,,,
,,,,
,,,,
Local,DIRECCION,Latitud,Longitud,NÚMERO
COLEGIO Y LICEO SANTA LUISA DE MARILLAC,"LARRAVIDE  2406  ESQ. JOSÉ ANTONIO CABRERA, Montevideo, Uruguay","-34,875282","-56,1371",811
SANTA LUISA DE MARILLAC (BACHILLERATO),"JOSÉ ANTONIO CABRERA 3762 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay","-34,8762939","-56,1393427",812
SANTA LUISA DE MARILLAC (BACHILLERATO),"JOSÉ ANTONIO CABRERA 3762 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,813
SANTA LUISA DE MARILLAC (BACHILLERATO),"JOSÉ ANTONIO CABRERA 3762 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,814
SANTA LUISA DE MARILLAC (BACHILLERATO),"JOSÉ ANTONIO CABRERA 3762 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,815
SANTA LUISA DE MARILLAC (BACHILLERATO),"JOSÉ ANTONIO CABRERA 3762 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,816
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay","-34,8886318","-56,0894718",817
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,818
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,819
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,820
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,821
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay","-34,8886318","-56,0894718",822
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,823
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay",#ERROR!,,824
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AZARA   3767 ESQ. ING. JOSÉ SERRATO, Montevideo, Uruguay","-34,8886318","-56,0894718",825
ESCUELA Nº 167,"COMERCIO 2140 ESQ. MATEO CABRAL, Montevideo, Uruguay",#ERROR!,,826
ESCUELA Nº 167,"COMERCIO 2140 ESQ. MATEO CABRAL, Montevideo, Uruguay",#ERROR!,,827
ESCUELA Nº 167,"COMERCIO 2140 ESQ. MATEO CABRAL, Montevideo, Uruguay","-34,8826764","-56,1353196",828
ESCUELA Nº 167,"COMERCIO 2140 ESQ. MATEO CABRAL, Montevideo, Uruguay",#ERROR!,,829
JARDÍN DE INFANTES Nº 311,"ING. R.V. MESURES 4726 ESQ. HIPÓLITO YRIGOYEN, Montevideo, Uruguay",#ERROR!,,830
JARDÍN DE INFANTES Nº 311,"ING. R.V. MESURES 4726 ESQ. HIPÓLITO YRIGOYEN, Montevideo, Uruguay",#ERROR!,,831
JARDÍN DE INFANTES Nº 311,"ING. R.V. MESURES 4726 ESQ. HIPÓLITO YRIGOYEN, Montevideo, Uruguay",#ERROR!,,832
JARDÍN DE INFANTES Nº 311,"ING. R.V. MESURES 4726 ESQ. HIPÓLITO YRIGOYEN, Montevideo, Uruguay","-34,8741797","-56,1143343",833
"CENTRO DE EDUCACIÓN INFANTIL ""PASITOS CORTOS""","ANA MARÍA RUBENS 2310 ESQ. LUIS CLUZEAU MORTET, Montevideo, Uruguay",#ERROR!,,834
"CENTRO DE EDUCACIÓN INFANTIL ""PASITOS CORTOS""","ANA MARÍA RUBENS 2310 ESQ. LUIS CLUZEAU MORTET, Montevideo, Uruguay",#ERROR!,,835
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,836
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,837
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay","-34,888965","-56,0896988",838
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay","-34,888965","-56,0896988",839
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,840
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,841
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,842
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,843
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,844
COLEGIO LA MENNAIS,"ING. JOSÉ ACQUISTAPACE 1701 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,845
COLEGIO Y LICEO SANTA RITA,"TORONTO  1597 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,846
COLEGIO Y LICEO SANTA RITA,"TORONTO  1597 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,847
COLEGIO Y LICEO SANTA RITA,"TORONTO  1597 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,848
COLEGIO Y LICEO SANTA RITA,"TORONTO  1597 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay","-34,8909668","-56,1062246",849
COLEGIO Y LICEO SANTA RITA,"TORONTO  1597 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,850
COLEGIO Y LICEO SANTA RITA,"TORONTO  1597 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,851
LICEO Nº 33,"ANA MARÍA RUBENS   S/N ESQ. CNO. CARRASCO, Montevideo, Uruguay","-34,8709458","-56,1047865",852
LICEO Nº 33,"ANA MARÍA RUBENS   S/N ESQ. CNO. CARRASCO, Montevideo, Uruguay",#ERROR!,,853
LICEO Nº 33,"ANA MARÍA RUBENS   S/N ESQ. CNO. CARRASCO, Montevideo, Uruguay","-34,8709458","-56,1047865",854
LICEO Nº 33,"ANA MARÍA RUBENS   S/N ESQ. CNO. CARRASCO, Montevideo, Uruguay","-34,8709458","-56,1047865",855
PREU JESUS MARIA,"AV. DR. JUAN BAUTISTA ALBERDI 5763 ESQ. AV. BOLIVIA, Montevideo, Uruguay","-34,8856219","-56,0821553",856
PREU JESUS MARIA,"AV. DR. JUAN BAUTISTA ALBERDI 5763 ESQ. AV. BOLIVIA, Montevideo, Uruguay","-34,8856219","-56,0821553",857
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay",#ERROR!,,858
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay","-34,8981271","-56,065962",859
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay",#ERROR!,,860
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay",#ERROR!,,861
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay","-34,8981271","-56,065962",862
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay","-34,8981271","-56,065962",863
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay",#ERROR!,,864
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay",#ERROR!,,865
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay","-34,8981271","-56,065962",866
ESCUELA Nº 81 ,"SAN NICOLÁS 1296 ESQ. SIRIA, Montevideo, Uruguay",#ERROR!,,867
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay","-34,8873237","-56,0853098",868
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay","-34,8873237","-56,0853098",869
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay",#ERROR!,,870
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay",#ERROR!,,871
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay","-34,8873237","-56,0853098",872
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay","-34,8873237","-56,0853098",873
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay",#ERROR!,,874
LICEO Nº 20,"AV. ESC LEDO ARROYO TORRES  S/N ESQ. HERNANI, Montevideo, Uruguay",#ERROR!,,875
COLEGIO FEDERICO GARCÍA LORCA,"DR. ALEJANDRO GALLINAL 1566 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,876
COLEGIO FEDERICO GARCÍA LORCA,"DR. ALEJANDRO GALLINAL 1566 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay","-34,8913447","-56,0940676",877
COLEGIO FEDERICO GARCÍA LORCA,"DR. ALEJANDRO GALLINAL 1566 ESQ. AV. GRAL. RIVERA, Montevideo, Uruguay",#ERROR!,,878
ASOCIACIÓN CRISTIANA DE JÓVENES  UNIDAD PORTONES,"ESTHER DE CÁCERES 5678 ESQ. MARÍA ESPÍNOLA, Montevideo, Uruguay",#ERROR!,,879
ASOCIACIÓN CRISTIANA DE JÓVENES  UNIDAD PORTONES,"ESTHER DE CÁCERES 5678 ESQ. MARÍA ESPÍNOLA, Montevideo, Uruguay",#ERROR!,,880
ESCUELA Nº 219 ,"DR. DECROLY 5071 ESQ. MICHIGAN, Montevideo, Uruguay",#ERROR!,,881
ESCUELA Nº 219 ,"DR. DECROLY 5071 ESQ. MICHIGAN, Montevideo, Uruguay",#ERROR!,,882
ESCUELA Nº 219 ,"DR. DECROLY 5071 ESQ. MICHIGAN, Montevideo, Uruguay",#ERROR!,,883
ESCUELA Nº 175 ,"LIDO  1992 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,884
ESCUELA Nº 175 ,"LIDO  1992 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,885
ESCUELA Nº 175 ,"LIDO  1992 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8857677","-56,1003215",886
ESCUELA Nº 175 ,"LIDO  1992 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,887
ESCUELA Nº 175 ,"LIDO  1992 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,888
ESCUELA Nº 175 ,"LIDO  1992 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8857677","-56,1003215",889
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,890
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,891
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay","-34,8802398","-56,0535739",892
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,893
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,894
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,895
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,896
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay","-34,8802398","-56,0535739",897
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,898
LICEO Nº 15,"AV. DR. ALFREDO AROCENA  1919  ESQ. LIEJA, Montevideo, Uruguay",#ERROR!,,899
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,900
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay","-34,8796674","-56,0692779",901
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay","-34,8796674","-56,0692779",902
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,903
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,904
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,905
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,906
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay","-34,8796674","-56,0692779",907
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay","-34,8796674","-56,0692779",908
WOODLANDS SCHOOL,"AV. SAN CARLOS DE BOLÍVAR S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,909
ESCUELA Nº 130 ,"AV. DR. JUAN BAUTISTA ALBERDI 5854 ESQ. AV. BOLIVIA, Montevideo, Uruguay","-34,8856219","-56,0821553",910
ESCUELA Nº 130 ,"AV. DR. JUAN BAUTISTA ALBERDI 5854 ESQ. AV. BOLIVIA, Montevideo, Uruguay",#ERROR!,,911
ESCUELA Nº 130 ,"AV. DR. JUAN BAUTISTA ALBERDI 5854 ESQ. AV. BOLIVIA, Montevideo, Uruguay",#ERROR!,,912
ESCUELA Nº 130 ,"AV. DR. JUAN BAUTISTA ALBERDI 5854 ESQ. AV. BOLIVIA, Montevideo, Uruguay","-34,8856219","-56,0821553",913
ESCUELA Nº 130 ,"AV. DR. JUAN BAUTISTA ALBERDI 5854 ESQ. AV. BOLIVIA, Montevideo, Uruguay",#ERROR!,,914
ESCUELA Nº 130 ,"AV. DR. JUAN BAUTISTA ALBERDI 5854 ESQ. AV. BOLIVIA, Montevideo, Uruguay",#ERROR!,,915
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AV. SAN CARLOS DE BOLÍVAR   6112 ESQ. BOLONIA, Montevideo, Uruguay",#ERROR!,,916
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AV. SAN CARLOS DE BOLÍVAR   6112 ESQ. BOLONIA, Montevideo, Uruguay",#ERROR!,,917
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AV. SAN CARLOS DE BOLÍVAR   6112 ESQ. BOLONIA, Montevideo, Uruguay","-34,8846574","-56,0764588",918
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"AV. SAN CARLOS DE BOLÍVAR   6112 ESQ. BOLONIA, Montevideo, Uruguay",#ERROR!,,919
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,920
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8875481","-56,1456421",921
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,922
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,923
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8875481","-56,1456421",924
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8875481","-56,1456421",925
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8875481","-56,1456421",926
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay","-34,8875481","-56,1456421",927
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,928
ESCUELA Nº 13 ,"MATÍAS ABACÚ 2120 ESQ. AV. ITALIA, Montevideo, Uruguay",#ERROR!,,929
LICEO Nº 55,"ASILO  3254 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay","-34,882371","-56,1502152",930
LICEO Nº 55,"ASILO  3254 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay",#ERROR!,,931
LICEO Nº 55,"ASILO  3254 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay",#ERROR!,,932
LICEO Nº 55,"ASILO  3254 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay",#ERROR!,,933
LICEO Nº 55,"ASILO  3254 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay",#ERROR!,,934
LICEO Nº 55,"ASILO  3254 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay",#ERROR!,,935
CÍRCULO ALPINISTA DE MONTEVIDEO,"MATEO VIDAL 3228 ESQ. AGUSTÍN ABREU, Montevideo, Uruguay",#ERROR!,,936
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay",#ERROR!,,937
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay",#ERROR!,,938
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay",#ERROR!,,939
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay",#ERROR!,,940
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay",#ERROR!,,941
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay","-34,8745626","-56,0454893",942
COLEGIO STELLA MARIS,"GRAL. MÁXIMO TAJES 7359 ESQ. HNO. PATRICK C KELLY, Montevideo, Uruguay",#ERROR!,,943
C.E.A. Nº 183,"JOSE ARIAS S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,944
C.E.A. Nº 183,"JOSE ARIAS S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,945
C.E.A. Nº 183,"JOSE ARIAS S/N ESQ. HAVRE, Montevideo, Uruguay","-34,8796674","-56,0692779",946
C.E.A. Nº 183,"JOSE ARIAS S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,947
C.E.A. Nº 183,"JOSE ARIAS S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,948
C.E.A. Nº 183,"JOSE ARIAS S/N ESQ. HAVRE, Montevideo, Uruguay",#ERROR!,,949
COLEGIO URUGUAYAN AMERICAN SCHOOL,"AV. DRA. M. SALDÚN DE RODRÍGUEZ 2375 ESQ. DR. JOSÉ F. ARIAS, Montevideo, Uruguay",#ERROR!,,950
COLEGIO URUGUAYAN AMERICAN SCHOOL,"AV. DRA. M. SALDÚN DE RODRÍGUEZ 2375 ESQ. DR. JOSÉ F. ARIAS, Montevideo, Uruguay",#ERROR!,,951
THE ANGLO SCHOOL,"AV. DRA. M. SALDÚN DE RODRÍGUEZ 2195 ESQ. GRAL. MÁXIMO TAJES, Montevideo, Uruguay","-34,8759186","-56,0585326",952
THE ANGLO SCHOOL,"AV. DRA. M. SALDÚN DE RODRÍGUEZ 2195 ESQ. GRAL. MÁXIMO TAJES, Montevideo, Uruguay","-34,8759186","-56,0585326",953
THE ANGLO SCHOOL,"AV. DRA. M. SALDÚN DE RODRÍGUEZ 2195 ESQ. GRAL. MÁXIMO TAJES, Montevideo, Uruguay",#ERROR!,,954
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay","-34,8813321","-56,1176031",955
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay",#ERROR!,,956
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay",#ERROR!,,957
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay",#ERROR!,,958
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay","-34,8813321","-56,1176031",959
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay",#ERROR!,,960
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay","-34,8813321","-56,1176031",961
FACULTAD DE CIENCIAS,"IGUÁ 4225 ESQ. MATAOJO, Montevideo, Uruguay","-34,8813321","-56,1176031",962
ESCUELA Nº 63,"CNO. CARRASCO 5116 ESQ. ALBERTO ZUM FELDE, Montevideo, Uruguay","-34,8701897","-56,1070093",963
ESCUELA Nº 63,"CNO. CARRASCO 5116 ESQ. ALBERTO ZUM FELDE, Montevideo, Uruguay",#ERROR!,,964
ESCUELA Nº 63,"CNO. CARRASCO 5116 ESQ. ALBERTO ZUM FELDE, Montevideo, Uruguay","-34,8701897","-56,1070093",965
ESCUELA Nº 63,"CNO. CARRASCO 5116 ESQ. ALBERTO ZUM FELDE, Montevideo, Uruguay",#ERROR!,,966
ESCUELA Nº 63,"CNO. CARRASCO 5116 ESQ. ALBERTO ZUM FELDE, Montevideo, Uruguay",#ERROR!,,967
C.C.Z. Nº 8,"AV. BOLIVIA S/N ESQ. AV. JOSÉ PEDRO DURANDEAU, Montevideo, Uruguay","-34,8777889","-56,087778",968
C.C.Z. Nº 8,"AV. BOLIVIA S/N ESQ. AV. JOSÉ PEDRO DURANDEAU, Montevideo, Uruguay","-34,8777889","-56,087778",969
ESCUELA Nº 249 ,"MANUEL TECHERA S/N ESQ. CONGRESO DE MERCEDES, Montevideo, Uruguay","-34,8745573","-56,1006079",970
ESCUELA Nº 249 ,"MANUEL TECHERA S/N ESQ. CONGRESO DE MERCEDES, Montevideo, Uruguay",#ERROR!,,971
ESCUELA Nº 249 ,"MANUEL TECHERA S/N ESQ. CONGRESO DE MERCEDES, Montevideo, Uruguay","-34,8745573","-56,1006079",972
ESCUELA Nº 249 ,"MANUEL TECHERA S/N ESQ. CONGRESO DE MERCEDES, Montevideo, Uruguay","-34,8745573","-56,1006079",973
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay","-34,8416414","-56,1491008",974
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay",#ERROR!,,975
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay",#ERROR!,,976
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay","-34,8416414","-56,1491008",977
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay","-34,8416414","-56,1491008",978
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay",#ERROR!,,979
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay","-34,8416414","-56,1491008",980
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay","-34,8416414","-56,1491008",981
ESCUELA Nº 205 ,"CHAPICUY  3756 ESQ. IGUAZÚ, Montevideo, Uruguay",#ERROR!,,982
ESCUELA Nº 380 ,"IGUAZÚ    4959 ESQ. CHAPICUY, Montevideo, Uruguay","-34,8401866","-56,1519146",983
ESCUELA Nº 380 ,"IGUAZÚ    4959 ESQ. CHAPICUY, Montevideo, Uruguay",#ERROR!,,984
ESCUELA Nº 380 ,"IGUAZÚ    4959 ESQ. CHAPICUY, Montevideo, Uruguay",#ERROR!,,985
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay",#ERROR!,,986
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay",#ERROR!,,987
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay","-34,8411453","-56,1476733",988
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay","-34,8411453","-56,1476733",989
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay",#ERROR!,,990
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay",#ERROR!,,991
COLEGIO MARÍA INMACULADA CONCEPCIÓN,"SAINT BOIS 5048 ESQ. CHAPICUY, Montevideo, Uruguay","-34,8411453","-56,1476733",992
LICEO Nº 65,"AV. GRAL. FLORES  4860  ESQ. GRONARDO, Montevideo, Uruguay","-34,842382","-56,1516013",993
LICEO Nº 65,"AV. GRAL. FLORES  4860  ESQ. GRONARDO, Montevideo, Uruguay",#ERROR!,,994
LICEO Nº 65,"AV. GRAL. FLORES  4860  ESQ. GRONARDO, Montevideo, Uruguay",#ERROR!,,995
LICEO Nº 65,"AV. GRAL. FLORES  4860  ESQ. GRONARDO, Montevideo, Uruguay",#ERROR!,,996
LICEO Nº 65,"AV. GRAL. FLORES  4860  ESQ. GRONARDO, Montevideo, Uruguay",#ERROR!,,997
